ID,Location_city,category,guests,highlights,lat,location,long,pets_allowed,Price_usd,price_category,ratings,reviews,Cleanliness_rating,Accuracy_rating,Communication_rating,Location_rating,Check-in_rating,Value_rating,Earliest_Check-in_time,Checkout_time,Guest_Maximum,House_type,Bedroom_count,Bathroom_count,Room Type,Bed,Bathroom
390,"Salt Lake City, Utah, United States",Stays,5,"[{""name"":""Dedicated workspace"",""value"":""A private room with wifi that’s well-suited for working.""},{""name"":""Mackenzie is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""},{""name"":""Great location"",""value"":""95% of recent guests gave the location a 5-star rating.""}]",40.73157,"Salt Lake City, Utah, United States",-111.87928,,70,Under USD$100,4.85,"[""Lovely stay in SLC! Bungalow   is sweet, location is great -neighborhood is quiet. Mackenzie is so responsive and always takes gear care of us. Have stayed here 3 times now and hope to be back"",""Great location and comfy place!"",""Host was very nice and house was very functional and cute"",""Mackenzies space was great, super comfortable. The backyard space was amazing."",""Very clean and inviting."",""A great space!! Super cute in a great neighborhood w an amazing backyard! The host is incredibly kind, responsive and helpful!!"",""Really comfortable stay, we had everything we needed. Quiet and safe neighborhood. We will definitely stay again when back in town. Thank you""]",4.8,4.8,5,4.9,5,4.8,4:00:00 PM,10:00:00 AM,5,House,3,1,2 bedrooms,3 beds,1 bathroom
427,"Salt Lake City, Utah, United States",Accommodations,4,"[{""name"":""Nagyszerű elhelyezkedés"",""value"":""A nemrég itt megszállt vendégek 90%-a értékelte 5 csillaggal a szálláshelyet.""},{""name"":""Nagyszerű érkezési folyamat"",""value"":""A nemrég itt megszállt vendégek 100%-a értékelte 5 csillaggal az érkezési folyamatot.""},{""name"":""Kiváló értékelésekkel rendelkező házigazda"",""value"":""Kimberly ötcsillagos értékelést kapott a nemrég nála megszállt vendégek 100 százalékától.""}]",40.73269,"Salt Lake City, Utah, Egyesült Államok",,,70,Under USD$100,4.95,"[""A lovely AirBnB in a quiet and beautiful neighborhood.  I loved the ease of access from the alley parking spot and the comfortable bed.  I would recommend this AirBnB."",""A cozy little cottage close to my son's home with a nice coffee shop close by. Just what I needed!"",""Kimberly was a great host and I loved her place! It was nice a cozy and had a great kitchen and bed. Looking forward to coming back!"",""Great place to stay with a very kind and good host. Perfect for a weekend away!"",""Quick responses! Helped me jump start car one morning when battery died. Appreciate yall!"",""Great location. Very cute and clean. My parents stayed here over Thanksgiving and had a wonderful experience."",""an AMAZING stay! so clean & cozy & absolutely perfect🤗""]",5,5,5,4,5,4,,11:00:00 AM,4,Private room,1,1,1 bedroom,1 bed,1 bathroom
443,"Salt Lake City, Utah, United States",Stays,2,"[{""name"":""Self check-in"",""value"":""Check yourself in with the lockbox.""}]",40.78819,"Salt Lake City, Utah, United States",,1,70,Under USD$100,5,"[""Great location, definitely recommend for anyone! Anatoa was great with getting the door code over to me when I checked in. Everything worked great."",""Honestly, one of the best and most unique Airbnb's I've stayed at. I would book it again.""]",,,,,,,4:00:00 PM,11:00:00 AM,2,Private room,1,1,1 bedroom,1 bed,1 bathroom
489,"North Salt Lake, Utah, United States",Stays,2,"[{""name"":""David is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""},{""name"":""Great location"",""value"":""95% of recent guests gave the location a 5-star rating.""},{""name"":""Great check-in experience"",""value"":""100% of recent guests gave the check-in process a 5-star rating.""}]",40.84053,"North Salt Lake, Utah, United States",-111.91269,,71,Under USD$100,4.91,"[""This place was perfect for what we needed. Larry was super friendly, helpful, and had some local recommendations. Full size bathroom and kitchen. Would definitely stay again!"",""Clean, cute room, kind of a hidden gem, I wasn’t sure what to expect but everything was great, easy/safe location, parking, Larry was a great host! Close to everything I was doing. The dwelling had everything I needed and more….spacious, clean, fresh grapes (and I was hungry), full kitchen and bathroom. I’ll be back for sure. Thank you 😊"",""amazing place made us feel right at home! will come back"",""It was amazing. perfect for a weekendgetaway.."",""The space was amazing. It was great to have a kitchen with everything you needed and even things you didn't think you needed. I really enjoyed my stay. The space was quite, relaxing and cozy. I would rate it a 12/10 if I could:)"",""We LOVED staying here. We wish we could stay longer. David is so helpful and responsive. Very considerate of us and our needs. Highly recommend staying here! Thank you so much!!!"",""Just a perfect Airbnb stay!<br/>David and Larry provide a comfortable, convenient and extremely clean apartment that is also the most charming we've stayed at. Communication was quick and we very much enjoyed having Larry check us in!<br/>Thank you, they have put a lot of heart and hard work into this and it shows!""]",5,5,5,4.8,5,5,3:00:00 PM,11:00:00 AM,2,Entire rental unit,1,1,1 bedroom,1 bed,1 bathroom
366,"Salt Lake City, Utah, United States",Stays,4,"[{""name"":""Great for remote work"",""value"":""Fast wifi at 450 Mbps, plus a dedicated workspace in a common area.""},{""name"":""Self check-in"",""value"":""Check yourself in with the smartlock.""},{""name"":""Tyson is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""}]",40.69988,"Salt Lake City, Utah, United States",,,71,Under USD$100,4.57,"[""Very comfortable, everything was clean and convenient. Third floor not ideal but easily accessed."",""Great place and perfect for what I need. It was super clean and well stocked. I would recommend to anyone."",""Tyson was fantastic. He is very communicative, extremely friendly, and the apartment is so cute and cozy! I definitely recommend booking!"",""Just wish it was clean, I found the bed smelling like pee/ throw up and sheets were not clean. Sad to say, but this is what I found and was not satisfied. Had to sleep on the couch and was not comfortable, but this was I had to come to due to the bed being soiled."",""This place was great! As a solo female traveller I felt completely safe here. Check-in was super easy thanks to Tyson's clear instructions and I didn't have any trouble finding the place. I wouldn't say the location is exceptional, but it's certainly not bad and the neighborhood seemed decent. Everything was spotlessly clean and the amenities were well-thought out and handy. A perfect place for a  no-nonsense stay."",""Everything was wonderful."",""This is a beautiful, well-appointed and spacious apartment - perfect for work or vacation travel. The location is convenient, being near lots of shopping and restaurants, as well as easy to get to the freeway. The apartment complex is quiet and safe, with a reserved parking spot. It is not very near downtown, but Salt Lake City is an easy city for driving so this would make a good home base for a first-time visitor.""]",4.4,5,5,4.6,5,4.6,4:00:00 PM,10:00:00 AM,4,Entire rental unit,2,1,1 bedroom,2 beds,1 bathroom
505,"Salt Lake City, Utah, United States",Stays,2,"[{""name"":""Dedicated workspace"",""value"":""A private room with wifi that’s well-suited for working.""},{""name"":""Self check-in"",""value"":""Check yourself in with the lockbox.""},{""name"":""Kevin is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""}]",40.7823,"Salt Lake City, Utah, United States",,,71,Under USD$100,4.96,"[""Great location and cozy unit - was perfect for a getaway! Very clean and thoughtfully stocked."",""Everything is as Kevin described and so much more. Very friendly and prompt with communicating through messages and in person. <br/><br/>Kevin's place is immaculate, beautifully decorated, and very comfortable. His home and neighborhood is quiet, peaceful, and feels very safe. <br/><br/>It is obvious that Kevin takes the greatest care and pride in providing the best experience for his guests. I appreciate his special attention to detail which include, but not limited to:<br/><br/>Detailed instructions and pictures on how to get through the alley on H Street to park in front of the Airbnb entrance. The kitchen, bathroom, and laundry room are fully stocked with everything (and more than) you need for a long and comfortable stay. <br/><br/>The location is prime, within walking distance of Downtown Salt Lake City, with many local shops and restaurants. <br/><br/>I highly recommend and would definitely re-book. Thank you for an excellent Airbnb experience, Kevin. Happy Holidays!!"",""Great basement apartment in the upper avenues"",""If you need a great place to stay in with an awesome Host in Salt Lake City, stay at Kevin’s place. It’s clean, comfy and has lots of extras that make the stay very convenient. Also, Kevin is very responsive."",""Kevin’s place has everything you need for a comfortable stay.  Close to downtown & lots of great cafes and eateries nearby.  Hard to beat."",""Amazing place! Location is phenomenal and the comfort is top-notch. The host is wonderful to work with. I will stay here again!"",""Perfect stay here at Kevin’s AirBnB! Location is excellent, his space is very cozy and clean, and I love the chickens in the back yard! 10/10 would recommend""]",5,5,5,4.9,5,4.9,5:00:00 PM,11:00:00 AM,2,Entire rental unit,1,1,Studio,1 bed,1 bathroom
509,"Salt Lake City, Utah, United States",Stays,4,"[{""name"":""Dedicated workspace"",""value"":""A private room with wifi that’s well-suited for working.""},{""name"":""Self check-in"",""value"":""Check yourself in with the lockbox.""},{""name"":""Kyle is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""}]",40.765575,"Salt Lake City, Utah, United States",-111.853386,1,71,Under USD$100,4.89,"[""Kyle was a great host! Answered my questions promptly. The place itself was very quiet and clean. 10/10 would stay at again!"",""A great stay, Kyle was a great host"",""We stayed at Kyle’s place on a quick trip through Salt Lake to see family. Convenient location, great communication, comfortable bed - great spot for the night."",""The location to the University is great as I was on a 3-day course there. There are four restaurants within a five minute walk of the condo. Kyle was very responsive when messaging him which is always nice. The condo was pretty clean but would say the bathroom needs a bit of updating and a deep clean of the kitchen would be nice. Nothing major, just my personal opinion. I would stay here again if I returned for another course at the University."",""Great space with a lot of character. Yes, that implies it’s older but Kyle’s made it very welcoming and appealing!"",""Clean, quaint, accommodating, and great place to stay in SLC! Kyle has it all—comfortable bed, excellent communication, cozy basement apartment, and great living space! We thoroughly enjoyed our stay and plan to return in the future. Loved our stay!"",""the place is excellently located, quiet and spacious.<br/>Kyle is a wonderful and hospital manager.<br/>Thank you !""]",4.9,4.9,4.9,4.9,4.8,4.9,3:00:00 PM,11:00:00 AM,4,Entire rental unit,1,1,1 bedroom,1 bed,1 bathroom
612,"Salt Lake City, Utah, United States",Stays,2,"[{""name"":""Dedicated workspace"",""value"":""A private room with wifi that’s well-suited for working.""},{""name"":""Self check-in"",""value"":""Check yourself in with the keypad.""},{""name"":""Aimee is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""}]",40.7534,"Salt Lake City, Utah, United States",-111.88171,,71,Under USD$100,4.72,"[""Super spacious and in a great location! Great cooking equipment, good desk for working, and overall really good amenities. Would definitely stay here again. :)"",""We (2 people) stayed here for 4 weeks in August. Interior of the home is very clean and beautiful. Neighbors are very kind and felt very safe while spending most of our time walking to and from downtown. Aimee was a great communicator and quick to respond and keep us up to date with issues that came up. Would happily stay again!"",""The location is very central to everything you'll want to see visiting Salt Lake City! It's an older house, but it has modern amenities like fast internet and hot/high water pressure. The whole setup made it easy to work from the house during the day and enjoy the city at night. Aimee was very communicative and answered all of my questions quickly."",""Aimee is a wonderful host. She gave me so many suggestions of things to do and see while I was in Salt Lake. When I mis-booked the dates on my trip she went above and beyond to accommodate me being able to come a day early. Her place is in an ideal location if you want to be close to all the action happening in the heart of SLC. I would recommend this place to anyone who want to get a feel for the city."",""Good spot bang for buck but park across the street lot of activity day and night"",""I very much enjoyed my stay at Aimee's apartment. It's a very nice flat, well equipped and well situated. I would highly recommend it."",""Aimee’s place was clean and located in a good neighbourhood.  It was walking distance from most of the sites in the downtown area""]",4.9,4.8,4.9,4.7,4.8,4.7,3:00:00 PM,11:00:00 AM,2,Entire rental unit,2,1,1 bedroom,2 beds,1 bathroom
740,"Salt Lake City, Utah, United States",Stays,3,"[{""name"":""Self check-in"",""value"":""Check yourself in with the keypad.""},{""name"":""Great location"",""value"":""90% of recent guests gave the location a 5-star rating.""}]",40.76652,"Salt Lake City, Utah, United States",,,71,Under USD$100,4.74,"[""This was and awesome place to stay, very relaxing and lots to do near by! Host was extremely helpful!"",""Simple, clean, within walking distance of local bars and restaurants. A little tricky getting in to apartment and into parking garage/very tight parking space but we made it work."",""Very responsive host, would recommend!"",""Perfect host and perfect place to stay if you need to stay somewhere. Then hate hotels like I do."",""Cute place! It was great to have a cozy place in SLC to stay. Melissa did a great job and communicated well with check in procedures."",""Absolutely loved the place will be back"",""place was small but clean, couch bed was barely passable as a bed, I guess the last guest took the access card to the garage and other amenities so we had do pay for parking during our stay. kinda made the whole stay alot more stressful than It should of been as there is no street parking for more than 2 hrs anywhere around.""]",4.8,4.8,4.8,4.9,4.8,4.7,4:00:00 PM,11:00:00 AM,3,Entire rental unit,2,1,Studio,2 beds,1 bathroom
744,"Salt Lake City, Utah, United States",Stays,5,"[{""name"":""Dedicated workspace"",""value"":""A common area with wifi that’s well-suited for working.""},{""name"":""Self check-in"",""value"":""Check yourself in with the smartlock.""},{""name"":""Great check-in experience"",""value"":""94% of recent guests gave the check-in process a 5-star rating.""}]",40.76719,"Salt Lake City, Utah, United States",-111.90686,,71,Under USD$100,4.68,"[""Such a warm nice place to stay very convenient."",""If you’re looking for a place close to the Gateway or Vivant arena, this is it. And you won’t be disappointed!"",""Great stay!!"",""very awesome place for the price !!"",""Great spot! Good communication, very clean, tons of room for 1 person at a great price."",""Very clean and in a great location to downtown.  Parking on the street wasn’t an issue and we were able to find a spot quite easily.  It’s also very convenient for ride share pick up and drop off right in front of the building."",""Needed a place last minute and this far exceeded our expectations!""]",4.8,4.9,4.7,4.7,4.7,4.8,4:00:00 PM,11:00:00 AM,5,Entire rental unit,1,1.5,1 bedroom,1 bed,1.5 bathrooms
894,"Salt Lake City, Utah, United States",Stays,4,"[{""name"":""Self check-in"",""value"":""Check yourself in with the lockbox.""},{""name"":""Jaclyn is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""},{""name"":""Great location"",""value"":""90% of recent guests gave the location a 5-star rating.""}]",40.77084,"Salt Lake City, Utah, United States",-111.86403,,71,Under USD$100,4.79,"[""Clean and comfortable, set up well with everything we needed to remote work for 2 weeks"",""Great place to stay in Salt Lake City. It was clean and had everything I needed. I would stay here again in the future."",""Great place. I don’t have any complaints. Very easy check in, close to downtown. Host is good at communication. Clean!"",""As advertised."",""This was a great place to stay for accessing both the university and downtown. The apartment was spacious and well equipped, and a really nice place to stay."",""Great place to stay in the historic side of Salt Lake City. The place is pretty spacious and decorated nicely. It’s decent walk downtown and we had no problem parking on the street during our stay.  Like other reviews mentioned this is a historic home so the floors are then and it can get a little noisy. Luckily for us, most of the noise started after we woke up or way before we went to bed.  Usually around the evenings before it bed it’s the loudest, so if you think that would bother you just plan accordingly."",""We had a great stay at Jaclyn’s. We were able to walk to many great spots and would recommend to all!""]",4.9,4.8,5,4.9,5,4.7,,11:00:00 AM,4,Guestsuite,1,1,1 bedroom,1 bed,1 bathroom
569,"South Salt Lake, Utah, United States",Stays,2,"[{""name"":""Great check-in experience"",""value"":""100% of recent guests gave the check-in process a 5-star rating.""},{""name"":""Great communication"",""value"":""100% of recent guests rated Quinn 5-star in communication.""}]",40.70828,"South Salt Lake, Utah, United States",-111.8802,,71,Under USD$100,4.57,"[""The process of checking in and out was very clear and easy! This place has everything that you need. The hosts were very nice and always communicated in a timely manner. There are ants, but the exterminator came when the issue was expressed to the host."",""Good place."",""Great room, great price! Awesome place to stay if you’re exploring SLC"",""I would highly recommend! I especially appreciated the friendly service, and it's a very nice place."",""I stayed at Quinn’s for the entire winter this year and couldn’t have had a better experience. It was the perfect space for one person to work remote, relax, and get into the Cottonwood Canyons every weekend for skiing. Albert who lives in the main house was always super helpful if I needed anything. Great spot with easy access to everything you’d need in SLC"",""Very Great Host"",""Great, cute, and quaint apartment with a lovely backyard. Quinn and Albert were great. Would recommend for short or long-term stays!""]",4.4,4.8,4.7,4.6,4.8,4.6,3:00:00 PM,12:00:00 PM,2,Guestsuite,1,1,1 bedroom,1 bed,1 bathroom
245,"Salt Lake City, Utah, United States",Stays,4,"[{""name"":""Fast wifi"",""value"":""At 212 Mbps, you can take video calls and stream videos for your whole group.""},{""name"":""Self check-in"",""value"":""Check yourself in with the lockbox.""},{""name"":""Great communication"",""value"":""90% of recent guests rated Stevie 5-star in communication.""}]",40.74249,"Salt Lake City, Utah, United States",-111.89421,,71,Under USD$100,4.76,"[""Great stay for a ski trip, host was awesome!"",""Great place to stay! Has everything you need and very clean! Host responds and communicates rapidly. Would definitely stay here again."",""This place was conveniently located from downtown! It was about an 8 min. Uber to activities. Parking was a bit tight so if you're in a bigger vehicle, I'd suggest street parking. If you're down for some minor league baseball, the Bee's stadium is literally kitty corner! Bed was really firm for those of you used to some squish but overall, this worked great for what we needed. Stevie was great at communicating prior to arrival and check out. Recommend!"",""A great place, close the train station, calm and peaceful !"",""Great place to stay. Very clean and homey feel."",""Great spot, close to city."",""Than you we enjoy your place""]",4.8,4.8,4.9,4.5,4.9,4.7,11:00:00 AM,10:00:00 AM,4,Home,2,1,1 bedroom,2 beds,1 bathroom
376,"Salt Lake City, Utah, United States",Stays,5,"[{""name"":""Self check-in"",""value"":""Check yourself in with the keypad.""},{""name"":""Great communication"",""value"":""90% of recent guests rated Michael 5-star in communication.""}]",40.73414,"Salt Lake City, Utah, United States",-111.89253,,71,Under USD$100,4.62,"[""Most comfortable bed thus far in an Airbnb stay. Location was perfect. Close to everything in the city center but with a neighborhood feel. The house has tons of character. Very very homey."",""nice quick business stay"",""This place is comfortable, clean and in a great location for access to interstate and downtown. Beds were comfortable and kitchen had everything we needed."",""Very spacious place at a great price!"",""My friend and I were attending a continuing education course at U of U and needed a place to stay close to campus (about a 15-minute drive) and large enough to have separate work spaces since we work remotely. This charming apartment was the perfect home base for our week in SLC. <br/><br/>The apartment makes up the second floor of the house and is full of character—a turret, arched entryways, chandeliers, ceiling medallions. That may not matter to some, but it appealed to me. <br/><br/>Beyond the aesthetic, the place was also practical. It is spacious (the two of us had loads more space than needed) and is well stocked. The kitchen has cookware, silverware, appliances, etc. to make cooking and eating in easy. The bathroom has a good stock of toilet paper, towels, and hair/body wash. In addition to the three bedrooms, there was also a nice living room area with a tv. <br/><br/>The apartment was also comfortable as it had nice bedding and furniture. The space has air conditioning which was a nice bonus during a week of 100-degree weather in July. <br/><br/>Michael was an excellent host who made check-in simple and convenient. He also communicated with me throughout my stay to update me about a minor internet issue. I was so appreciative of this. <br/><br/>I cannot express how at home I felt in this apartment. It was a little difficult to leave! It was everything I look for in an Airbnb experience."",""Michael's home was extremely clean and more spacious in person than on pictures which was amazing 🤩. Whole home has a neat vintage home decor , King Bed and Pillows were super comfortable 🤗 Michael is always prompt and great with communication when you need,  everything from kitchen utensils, cleaning supplies, bathroom linens etc were well stocked ! wifi was extremely fast as I was also working remote , commute to town and shopping centers were super convenient!, neighbors were very friendly  would definitely recommend to anyone visiting SLC!  , I definitely am going to come back to this place again!"",""Really enjoyed our stay here. <br/>Close to everything we wanted and a fun, old-style home to stay in. <br/>The king bed and pillows were extremely comfortable too. <br/>The Internet was out the entire last day of our stay and I did not receive any communication or answers about it, but it was not a major issue for us. <br/><br/>Overall we had a great experience""]",4.5,4.8,4.7,4.6,4.9,4.7,4:00:00 PM,11:00:00 AM,5,Home,2,1,3 bedrooms,2 beds,1 bathroom
71,"Salt Lake City, Utah, United States",Stays,2,"[{""name"":""Self check-in"",""value"":""Check yourself in with the lockbox.""},{""name"":""Great location"",""value"":""100% of recent guests gave the location a 5-star rating.""},{""name"":""Great check-in experience"",""value"":""100% of recent guests gave the check-in process a 5-star rating.""}]",40.7493141,"Salt Lake City, Utah, United States",-111.8283062,1,71,Under USD$100,4.79,"[""Great place for a quick trip to the mountains. Easy to get to, located in a quiet, safe neighborhood, and close to restaurants and grocery stores."",""Great spot very close to research park. would happily stay again."",""SO friendly and communicative.  Anticipated every potential need and addressed before it was raised.  We felt valued and genuinely cared for!"",""Clean, comfortable cozy space.  Easy access, safe surroundings and quiet neighborhood. Thank you so much 🙂"",""This suite was perfect for me and my cat. It was very clean, cozy, and comfortable. The hosts were very nice and responsive and helpful. And the neighborhood was quiet and private. We really enjoyed our stay here!"",""Terrific place!  Very nicely furnished (minifridge, microwave, and kettle are good inclusions), and good supplies (good shampoo/conditioner, nice selection of tea, etc.)  I was very pleased with the space overall, great value and very nice hosts!<br/><br/>I rented this space while attending a conference at the university, and the conference location did end up being rather far away (30 minutes walk) even though the edge of campus itself was rather close.  So if you're trying to walk to something on campus from this unit, just keep in mind that the campus is quite large!"",""Everything was great""]",4.8,4.9,5,5,5,5,4:00:00 PM,10:00:00 AM,2,Private room,1,1,1 bedroom,1 bed,1 bathroom
328,"Salt Lake City, Utah, United States",Housing,2,"[{""name"":""Idéal pour le télétravail"",""value"":""Une connexion wifi rapide à 225 Mbit/s, plus un espace de travail dans un espace commun.""},{""name"":""Arrivée autonome"",""value"":""Vous pouvez entrer dans les lieux avec une serrure connectée.""}]",40.76284,"Salt Lake City, Utah, États-Unis",-111.93374,,71,Under USD$100,5,"[""It’s one of the best airbnb’s lived in. It felt like home"",""This house is so cute, cozy, peaceful, great location to downtown! On top of that the host darya is so nice and made staying here so easy! We were staying there to be able to go to pride downtown slc it was close, convenient, and she even made us pride bracelets! 100% recommended staying here"",""This place was super cozy and a great spot to stay for the month. It’s close to highways and downtown so made getting around easy. Darya was great with communication and a pleasure to deal with. Would come back!""]",5,5,5,4,5,4,2:00:00 PM,11:00:00 AM,2,Private room,1,1,2 bedrooms,1 bed,1 bathroom
190,"Salt Lake City, Utah, United States",Stays,1,"[{""name"":""Self check-in"",""value"":""Check yourself in with the keypad.""},{""name"":""David is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""},{""name"":""Great location"",""value"":""91% of recent guests gave the location a 5-star rating.""}]",40.76616,"Salt Lake City, Utah, United States",-111.8649,,72,Under USD$100,4.79,"[""Was a great place for our daughter to stay while going to culinary school. Great location andDavid was super friendly."",""Great location in Salt Lake! Nice to have a TV with some streaming services, felt just like home! Very accurate listing, great for a place to crash super last minute. Would definitely take it over hotel prices nearby."",""Nice room, will stay again"",""David is a great host. He is incredibly accommodating and kind. His listing is very accurate and he does a great job of keeping the area clean and welcoming. I couldn’t recommend him more."",""David was a great host! Very responsive and friendly."",""Great place. Appliances like a blender, hot plate and coffee made staying here more comfortable. Would highly recommend."",""This place was perfect for my needs. Exactly as described. Great location and excellent communication. Highly recommend.""]",4.8,4.9,5,4.9,5,4.8,4:00:00 PM,11:00:00 AM,1,Entire rental unit,1,1,Studio,1 bed,1 bathroom
549,"Salt Lake City, Utah, United States",Stays,4,"[{""name"":""Dedicated workspace"",""value"":""A private room with wifi that’s well-suited for working.""},{""name"":""Self check-in"",""value"":""Check yourself in with the keypad.""},{""name"":""Mary Ellen is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""}]",40.7496,"Salt Lake City, Utah, United States",,,72,Under USD$100,4.96,"[""A great location with great access to the university, to Primary Children's Hospital, and to the downtown."",""Such a great location. Quiet and cozy."",""Mary and John's place was exactly as it has been described. Beautiful location, conveniently situated near to all the amenities and the University of Utah. The hosts are very nice people and provided a warm welcome with all essential details for the stay. The apartment is cozy and contains all amenities. It looks very beautiful. A perfect place for work or vacation. I strongly recommend this place to anyone visiting Salt Lake City."",""We stay here to visit our son, who is in college. This place is home away from home. Very inviting."",""Great communication. Check in night had a local football game so parking was next to impossible. Hosts moved a vehicle for us to accommodate."",""Everything about Mary Ellen's place was perfect. Adorable, clean, quiet, great location. Walk to the restaurants at 900 E & 900 S. Lovely neighborhood to explore. Peaceful backyard with rocking couch to wile away the afternoon reading. Perfect!"",""Convenient location to University of Utah campus.  Wifi connection was excellent.""]",5,5,5,5,5,4.9,3:00:00 PM,11:00:00 AM,4,Entire rental unit,2,1,1 bedroom,2 beds,1 bathroom
551,"Salt Lake City, Utah, United States",Stays,3,"[{""name"":""Great for remote work"",""value"":""Fast wifi at 400 Mbps, plus a dedicated workspace in a common area.""},{""name"":""Self check-in"",""value"":""Check yourself in with the lockbox.""},{""name"":""Nook is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""}]",40.76272,"Salt Lake City, Utah, United States",-111.87612,1,72,Under USD$100,4.89,"[""Great location and place!  Nook was super helpful and responsive. Would definitely stay there again!!"",""The location is ideal! We loved walking to the nearby restaurants, and it was just a quick drive to Liberty Park and hikes in the foothills. <br/>We had fun playing pool in the club room, and slept very well in the cozy and quiet bedroom. <br/>All communication was friendly and effortless!"",""Great place, very responsive and helpful host. Would totally stay here again."",""Great location, great place, friendly, reliable, responsive host. Overall this was a great place for the price, it was in walking distance from just about everything you could want to get to."",""The place is exactly as you see in the pictures. It’s beautiful with beautiful views out the windows. The location is great too and just about everything you could possibly need is walking distance from the place. The Host was also quick to answer any questions when I had some and was helpful from the second I booked. Instructions for check in were super detailed which made it very easy to check in and get situated. Overall I highly recommend this place for a relaxing weekend getaway."",""Clean and modern place! Very close to the airport, it was a nice place to relax before our flight back home."",""Nice size rooms and balcony. Decent location but busy. Good water pressure. Decent bed.<br/><br/>Bring a navigator and the printed 8 page multi megabytes of instructions to get in. Coming in the dark, also a flashlight. Took me 40 minutes including getting a key fob with drained battery, lugging my stuff up do to broken elevator.<br/><br/>Bring your own paper goods. No tissues, napkins or paper towels here either. Tv remote batteries out also.<br/><br/>A bit of noise between neighbors and stairwells but elevator was broken.  Strong cover scents in hall and apartment.  Won’t be returning.  <br/><br/>Sorry, not personal toward host. Just my experience as I would have wanted to know these concerns up front.""]",4.8,4.9,4.9,4.9,4.7,4.9,4:00:00 PM,11:00:00 AM,3,Entire rental unit,2,1,1 bedroom,2 beds,1 bathroom
618,"Salt Lake City, Utah, United States",Stays,1,"[{""name"":""Self check-in"",""value"":""Check yourself in with the keypad.""},{""name"":""David is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""},{""name"":""Great location"",""value"":""100% of recent guests gave the location a 5-star rating.""}]",40.76586,"Salt Lake City, Utah, United States",-111.86448,,72,Under USD$100,5,"[""Very comfortable space. David is an awesome host. He is very friendly and attentive."",""Nice mini home away from home"",""David’s room is great, the bed is really comfortable and the shower is awesome .<br/>The whole place is really clean and well equipped either for long or shorts stays.<br/>The location is perfect, near downtown and university and specially near from buses and trail.<br/>David is an excellent host and his place is beautiful."",""Very clean, comfortable, private, convent space. Would absolutely stay here again! Dave was great about communication and gave an accurate description about the space and detailed directions."",""Didn’t get to stay but the host was communicative"",""Dave has great communication skills so there was no mix up about where to go or walk. The space was perfect for one or two people and was very clean."",""Excellent!""]",5,5,5,5,5,5,4:00:00 PM,11:00:00 AM,1,Entire rental unit,1,1,Studio,1 bed,1 bathroom
710,"Salt Lake City, Utah, United States",Stays,3,"[{""name"":""Dedicated workspace"",""value"":""A private room with wifi that’s well-suited for working.""},{""name"":""Self check-in"",""value"":""Check yourself in with the keypad.""},{""name"":""Anthony is a Superhost"",""value"":""Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.""}]",40.77198,"Salt Lake City, Utah, United States",-111.88458,,72,Under USD$100,4.62,"[""Anthony's place is well-located, clean, well-stocked, and the neighborhood is safe and friendly. Highly recommended!"",""This apartment has everything we need for the journey. The view is great and the location is suitable for the trip."",""Great spot. Clear instructions the whole way through. Easy to walk or grab a shared bike or scooter to places downtown - including the Convention Center, Temple Square, the light rail, the Capitol, nature, restaurants, and more. Spacious and comfortable. Exactly as described. Anthony was very responsive, and even let me store my luggage for a few hours after checkout, which allowed me to enjoy more of the city on my last day. No frills apartment that's comfortable, quiet, and well-stocked."",""the condo is only a few blocks from the Salt Palace, a short drive from the temple and the Family History Library.  It's a nice quiet place to relax and unwind or to work your business or write. Anthony is really helpful and willing to help. I love the way people leave things like odds and ends in the kitchen for other tenants to use. Enjoy your stay in this beautiful area."",""The condo was in good condition and in a great location. Felt safe and was easy to access all the activities we were doing downtown. Window AC was loud and struggled a bit to keep up with the heat in June. Bed was super comfortable and kitchen had everything we needed (cups, silverware, paper towels etc.)"",""Nice clean apartment. Only a 10 minute walk to the Salt Palace. Worked out perfectly for our stay."",""Very clean!!! Very quiet neighborhood with super kind neighbors!! Quick access too everything one could need! Cozy bed and the apartment was nice and cool which was fantastic since it was a scorcher of a weekend! I would recommend this place to anyone!!!""]",4.6,4.7,4.8,4.9,4.8,4.7,3:00:00 PM,11:00:00 AM,3,Entire rental unit,2,1,1 bedroom,2 beds,1 bathroom
